#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue|coarseValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.SurfaceForm|value
#T_SP=webanno.custom.SemanticRoles|SemanticRoles
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Sentence.id=1
#Text=▁E heyi ▁Yohanɛɛsɩ ▁ḿbʋ́ .
6-4	190-193	▁se	*	SCONJ	_	_	_	mark	basic	6-5	
6-5	194-198	▁yoo	*	INTJ	_	_	Theme	ccomp:arg	basic	6-2	
6-6	199-200	.	*	PUNCT	_	_	_	punct	basic	6-2	

#Sentence.id=7
#Text=▁Habɩyɛ ▁ńɖɩ́ , ▁nɔɔyʋ ▁fɛyɩ ▁ɖɩ -yɔɔ .
7-1	201-208	▁Habɩyɛ	*	NOUN	_	_	_	dislocated	basic	7-5	
7-2	209-214	▁ńɖɩ́	*	DET	_	_	_	det	basic	7-1	
7-3	215-216	,	*	PUNCT	_	_	_	punct	basic	7-1	
7-4	217-223	▁nɔɔyʋ	*	PRON	_	_	Experiencer	nsubj:arg	basic	7-5	
7-5	224-229	▁fɛyɩ	*	VERB	wɛʋ	_	_	root	basic	7-5	
7-6	230-233	▁ɖɩ	*	PRON	_	_	_	obl	basic	7-5	
7-7	234-238	-yɔɔ	*	ADP	-yɔɔ	_	_	case	basic	7-5	
7-8	239-240	.	*	PUNCT	.	_	_	punct	basic	7-5	

#Sentence.id=8
#Text=▁Kpaagbaa ▁ḿbʋ́ ▁lɛ , ▁Enee ▁kʋyɩ .
8-1	241-250	▁Kpaagbaa	*	ADV	_	_	_	advmod	basic	8-2	
8-2	251-256	▁ḿbʋ́	*	ADV	_	_	_	obl	basic	8-6	
8-3	257-260	▁lɛ	*	SCONJ	_	_	_	mark	basic	8-2	
8-4	261-262	,	*	PUNCT	_	_	_	punct	basic	8-2	
8-5	263-268	▁Enee	*	PROPN	_	_	Agent	nsubj:arg	basic	8-6	
8-6	269-274	▁kʋyɩ	*	VERB	kʋyʋʋ	_	_	root	basic	8-6	
8-7	275-276	.	*	PUNCT	_	_	_	punct	basic	8-6	

#Sentence.id=9
#Text=▁Halʋ ▁yɔɔ ▁cɛba .
9-1	277-282	▁Halʋ	*	NOUN	_	_	Theme	nsubj:arg	basic	9-3	
9-2	283-287	▁yɔɔ	*	ADP	_	_	_	case	basic	9-1	
9-3	288-293	▁cɛba	*	VERB	cɛbʋ	_	_	root	basic	9-3	
9-4	294-295	.	*	PUNCT	_	_	_	punct	basic	9-3	

#Sentence.id=10
#Text=▁Ɛ -pɛlɛ ▁yɔɔ ▁cɛ .
10-1	296-298	▁Ɛ	*	DET	_	_	_	det:poss	basic	10-2	
10-2	299-304	-pɛlɛ	*	NOUN	-pɛlɛ	_	Theme	nsubj:arg	basic	10-4	
10-3	305-309	▁yɔɔ	*	ADP	_	_	_	case	basic	10-2	
10-4	310-313	▁cɛ	*	VERB	cɛbʋ	_	_	root	basic	10-4	
10-5	314-315	.	*	PUNCT	_	_	_	punct	basic	10-4	

#Sentence.id=11
#Text=▁Ɛ́lɛ́ ▁tisi .
11-1	316-322	▁Ɛ́lɛ́	*	PRON	_	_	Experiencer	nsubj:arg	basic	11-2	
11-2	323-328	▁tisi	*	VERB	tisuu	_	_	root	basic	11-2	
11-3	329-330	.	*	PUNCT	_	_	_	punct	basic	11-2	

#Sentence.id=12
#Text=▁Ḿbá ▁lɛ ▁kaañamtʋ ▁tɩnaa ▁ḿbá .
12-1	331-335	▁Ḿbá	*	PRON	_	_	_	dislocated	basic	12-4	
12-2	336-339	▁lɛ	*	SCONJ	_	_	_	mark	basic	12-1	
12-3	340-349	▁kaañamtʋ	*	NOUN	_	_	Possessor	nsubj:arg	basic	12-4	
12-4	350-356	▁tɩnaa	*	VERB	tɩnʋʋ	_	_	root	basic	12-4	
12-5	357-361	▁ḿbá	*	PRON	_	_	Theme	obj:arg	basic	12-4	
12-6	362-363	.	*	PUNCT	_	_	_	punct	basic	12-4	

#Sentence.id=13
#Text=▁Pɩɣa ▁ɖuuni ▁we ▁se ▁ka a pɩzɩɣ ▁yɔɔdu .
13-1	364-369	▁Pɩɣa	*	NOUN	_	_	Agent	nsubj:arg	basic	13-2	
13-2	370-376	▁ɖuuni	*	VERB	ɖuuni	_	_	root	basic	13-2	
13-3	377-380	▁we	*	PRON	_	_	Theme	obj:arg	basic	13-2	
13-4	381-384	▁se	*	SCONJ	_	_	_	mark	basic	13-8	
13-5	385-388	▁ka	*	PRON	_	_	Agent	nsubj:arg	basic	13-8	
13-6	389-390	a	*	ADV	_	_	_	advmod	basic	13-8	
13-7	391-396	pɩzɩɣ	*	AUX	pɩzʋʋ	_	_	aux	basic	13-8	
13-8	397-403	▁yɔɔdu	*	VERB	yɔɔdʋʋ	_	Theme	ccomp:arg	basic	13-2	
13-9	404-405	.	*	PUNCT	_	_	_	punct	basic	13-2	

#Sentence.id=14
#Text=▁Bella ▁yɔɔ ▁Koudjo ▁maɣzaa ▁nɛ ▁ɛ yɔɔdɩ ▁tɔm ▁ndʋ .
14-1	406-412	▁Bella	*	PROPN	_	_	Location	obl:arg	basic	14-4	
14-2	413-417	▁yɔɔ	*	ADP	_	_	_	case	basic	14-1	
14-3	418-425	▁Koudjo	*	PROPN	_	_	Experiencer	nsubj:arg	basic	14-4	
14-4	426-433	▁maɣzaa	*	VERB	maɣzʋʋ	_	_	root	basic	14-4	
14-5	434-437	▁nɛ	*	CCONJ	_	_	_	cc	basic	14-7	
14-6	438-440	▁ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	14-7	
14-7	441-446	yɔɔdɩ	*	VERB	yɔɔdʋʋ	_	_	conj	basic	14-4	
14-8	447-451	▁tɔm	*	NOUN	_	_	Theme	obj:arg	basic	14-7	
14-9	452-456	▁ndʋ	*	DET	_	_	_	det	basic	14-8	
14-10	457-458	.	*	PUNCT	_	_	_	punct	basic	14-4	

#Sentence.id=15
#Text=▁Nɔɔyʋ ▁ɛɛ pɩzɩɣ ▁ɛ yɔɔdɩ ▁ɖɔɖɔ .
15-1	459-465	▁Nɔɔyʋ	*	PRON	_	_	_	dislocated	basic	15-5	
15-2	466-469	▁ɛɛ	*	ADV	_	_	_	advmod	basic	15-5	
15-3	470-475	pɩzɩɣ	*	AUX	_	_	_	aux	basic	15-5	
15-4	476-478	▁ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	15-5	
15-5	479-484	yɔɔdɩ	*	VERB	yɔɔdʋʋ	_	_	root	basic	15-5	
15-6	485-490	▁ɖɔɖɔ	*	ADV	_	_	_	advmod	basic	15-5	
15-7	491-492	.	*	PUNCT	_	_	_	punct	basic	15-5	

#Sentence.id=16
#Text=▁Elewʋ ▁kɔŋ ▁yɔkʋʋ ▁taabaliyɛ ▁ńɖɩ́ .
16-1	493-499	▁Elewʋ	*	NOUN	_	_	Agent	nsubj:arg	basic	16-3	
16-2	500-504	▁kɔŋ	*	AUX	_	_	_	aux	basic	16-3	
16-3	505-511	▁yɔkʋʋ	*	VERB	yɔkʋʋ	_	_	root	basic	16-3	
16-4	512-522	▁taabaliyɛ	*	NOUN	_	_	Patient	obj:arg	basic	16-3	
16-5	523-528	▁ńɖɩ́	*	DET	_	_	_	det	basic	16-4	
16-6	529-530	.	*	PUNCT	_	_	_	punct	basic	16-3	

#Sentence.id=17
#Text=▁Paba ▁sɩm ▁Yohanɛɛsɩ ▁se ▁ɛ kɛ ▁náyʋ ▁siŋŋ .
17-1	531-536	▁Paba	*	PRON	_	_	Experiencer	nsubj:arg	basic	17-2	
17-2	537-541	▁sɩm	*	VERB	sɩm	_	_	root	basic	17-2	
17-3	542-552	▁Yohanɛɛsɩ	*	PROPN	_	_	Theme	obj:arg	basic	17-2	
17-4	553-556	▁se	*	SCONJ	_	_	_	mark	basic	17-7	
17-5	557-559	▁ɛ	*	PRON	_	_	_	nsubj	basic	17-7	
17-6	560-562	kɛ	*	AUX	_	_	_	cop	basic	17-7	
17-7	563-568	▁náyʋ	*	NOUN	_	_	_	ccomp	basic	17-2	
17-8	569-574	▁siŋŋ	*	ADV	_	_	_	advmod	basic	17-7	
17-9	575-576	.	*	PUNCT	_	_	_	punct	basic	17-2	

#Sentence.id=18
#Text=▁Pa hʋwaɣ ▁pa -taa ▁ḿbʋ́ , ▁mbʋ́▁pʋyɔɔ▁yɔ , ▁pe seɣaɣ ▁ɛyáa ▁mbá ▁pa awɛ ▁peeɖe ▁yɔ .
18-1	577-580	▁Pa	*	PRON	_	_	Experiencer	nsubj:arg	basic	18-2	
18-2	581-586	hʋwaɣ	*	VERB	hʋʋ	_	_	root	basic	18-2	
18-3	587-590	▁pa	*	PRON	_	_	_	obl	basic	18-2	
18-4	591-595	-taa	*	ADP	-taa	_	_	case	basic	18-3	
18-5	596-601	▁ḿbʋ́	*	ADV	_	_	Theme	obj:arg	basic	18-2	
18-6	602-603	,	*	PUNCT	_	_	_	punct	basic	18-2	
18-7	604-618	▁mbʋ́▁pʋyɔɔ▁yɔ	*	SCONJ	▁mbʋ́▁pʋyɔɔ▁yɔ	_	_	mark	basic	18-10	
18-8	619-620	,	*	PUNCT	_	_	_	punct	basic	18-7	
18-9	621-624	▁pe	*	PRON	_	_	Agent	nsubj:arg	basic	18-10	
18-10	625-630	seɣaɣ	*	VERB	seu	_	_	advcl	basic	18-2	
18-11	631-636	▁ɛyáa	*	NOUN	_	_	Theme	obj:arg	basic	18-10	
18-12	637-641	▁mbá	*	PRON	▁mbá	_	_	nsubj	basic	18-15	
18-13	642-645	▁pa	*	PRON	_	_	_	flat	basic	18-12	
18-14	646-649	awɛ	*	AUX	_	_	_	cop	basic	18-15	
18-15	650-656	▁peeɖe	*	ADV	_	_	_	acl	basic	18-11	
18-16	657-660	▁yɔ	*	PART	_	_	_	dep	basic	18-10	
18-17	661-662	.	*	PUNCT	_	_	_	punct	basic	18-2	

#Sentence.id=19
#Text=▁Pa mawa ▁se ▁ɛ pɩsɩɣ ▁kɔm .
19-1	663-666	▁Pa	*	PRON	_	_	Agent	nsubj:arg	basic	19-2	
19-2	667-671	mawa	*	VERB	maʋ	_	_	root	basic	19-2	
19-3	672-675	▁se	*	SCONJ	_	_	_	mark	basic	19-5	
19-4	676-678	▁ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	19-5	
19-5	679-684	pɩsɩɣ	*	VERB	pɩsʋʋ	_	Theme	ccomp:arg	basic	19-2	
19-6	685-689	▁kɔm	*	VERB	kɔm	_	_	xcomp	basic	19-5	
19-7	690-691	.	*	PUNCT	_	_	_	punct	basic	19-2	

#Sentence.id=20
#Text=▁Sukuli ▁pɩya ▁pɩsɩnɩ -ɩ ▁tɔm ▁tobɩ .
20-1	692-699	▁Sukuli	*	NOUN	_	_	_	nmod	basic	20-2	
20-2	700-705	▁pɩya	*	NOUN	_	_	Agent	nsubj:arg	basic	20-3	
20-3	706-713	▁pɩsɩnɩ	*	VERB	pɩsɩnʋʋ	_	_	root	basic	20-3	
20-4	714-716	-ɩ	*	PRON	-ɩ	_	Recipient	iobj:arg	basic	20-3	
20-5	717-721	▁tɔm	*	NOUN	_	_	Theme	obj:arg	basic	20-3	
20-6	722-727	▁tobɩ	*	ADJ	_	_	_	amod	basic	20-5	
20-7	728-729	.	*	PUNCT	_	_	_	punct	basic	20-3	

#Sentence.id=21
#Text=▁Peeɖe ▁Abraham ▁kʋyɩ ▁ɛ -ɛjaɖɛ ▁taa ▁nɛ ▁ɛ ɖɛɛ .
21-1	730-736	▁Peeɖe	*	ADV	_	_	_	advmod	basic	21-3	
21-2	737-745	▁Abraham	*	PROPN	_	_	Agent	nsubj:arg	basic	21-3	
21-3	746-751	▁kʋyɩ	*	VERB	kʋyʋʋ	_	_	root	basic	21-3	
21-4	752-754	▁ɛ	*	DET	_	_	_	det:poss	basic	21-5	
21-5	755-761	-ɛjaɖɛ	*	NOUN	-ɛjaɖɛ	_	Location	obl:arg	basic	21-3	
21-6	762-766	▁taa	*	ADP	_	_	_	case	basic	21-5	
21-7	767-770	▁nɛ	*	CCONJ	_	_	_	mark	basic	21-9	
21-8	771-773	▁ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	21-9	
21-9	774-777	ɖɛɛ	*	VERB	ɖɛʋ	_	_	conj	basic	21-3	
21-10	778-779	.	*	PUNCT	_	_	_	punct	basic	21-3	

#Sentence.id=22
#Text=▁Yesu ▁heyi -i ▁se ▁ɛ kʋyɩ .
22-1	780-785	▁Yesu	*	PROPN	_	_	Agent	nsubj:arg	basic	22-2	
22-2	786-791	▁heyi	*	VERB	heyuu	_	_	root	basic	22-2	
22-3	792-794	-i	*	PRON	-i	_	Recipient	iobj:arg	basic	22-2	
22-4	795-798	▁se	*	SCONJ	_	_	_	mark	basic	22-6	
22-5	799-801	▁ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	22-6	
22-6	802-806	kʋyɩ	*	VERB	kʋyʋʋ	_	_	ccomp	basic	22-2	
22-7	807-808	.	*	PUNCT	_	_	_	punct	basic	22-2	

#Sentence.id=23
#Text=▁Ma ▁halʋ ▁tɔm ▁se ▁ɛ nɩ ▁hɔ .
23-1	809-812	▁Ma	*	DET	_	_	_	det:poss	basic	23-2	
23-2	813-818	▁halʋ	*	NOUN	_	_	Agent	nsubj:arg	basic	23-3	
23-3	819-823	▁tɔm	*	VERB	tɔm	_	_	root	basic	23-3	
23-4	824-827	▁se	*	SCONJ	_	_	_	mark	basic	23-7	
23-5	828-830	▁ɛ	*	PRON	_	_	_	nsubj	basic	23-7	
23-6	831-833	nɩ	*	ADP	_	_	_	case	basic	23-7	
23-7	834-837	▁hɔ	*	NOUN	_	_	Theme	ccomp:arg	basic	23-3	
23-8	838-839	.	*	PUNCT	_	_	_	punct	basic	23-3	

#Sentence.id=24
#Text=▁Abalʋ ▁ɛnʋ ▁ɛ -maɣmaɣ ▁e cosi -wɛ .
24-1	840-846	▁Abalʋ	*	NOUN	_	_	_	dislocated	basic	24-6	
24-2	847-851	▁ɛnʋ	*	DET	_	_	_	det	basic	24-1	
24-3	852-854	▁ɛ	*	PRON	_	_	_	dislocated	basic	24-6	
24-4	855-862	-maɣmaɣ	*	ADJ	-maɣmaɣ	_	_	amod	basic	24-3	
24-5	863-865	▁e	*	PRON	_	_	Agent	nsubj:arg	basic	24-6	
24-6	866-870	cosi	*	VERB	cosuu	_	_	root	basic	24-6	
24-7	871-874	-wɛ	*	PRON	-wɛ	_	Recipient	iobj:arg	basic	24-6	
24-8	875-876	.	*	PUNCT	_	_	_	punct	basic	24-6	

#Sentence.id=25
#Text=▁Kɩbaɣlʋ ▁heyi ▁kalɩkalaɣ ▁ŋ́gá ▁se ▁ka kʋyɩ .
25-1	877-885	▁Kɩbaɣlʋ	*	NOUN	_	_	Agent	nsubj:arg	basic	25-2	
25-2	886-891	▁heyi	*	VERB	heyuu	_	_	root	basic	25-2	
25-3	892-902	▁kalɩkalaɣ	*	NOUN	_	_	Recipient	iobj:arg	basic	25-2	
25-4	903-908	▁ŋ́gá	*	DET	_	_	_	det	basic	25-3	
25-5	909-912	▁se	*	SCONJ	_	_	_	mark	basic	25-7	
25-6	913-916	▁ka	*	PRON	_	_	Agent	nsubj:arg	basic	25-7	
25-7	917-921	kʋyɩ	*	VERB	kʋyʋʋ	_	Theme	ccomp:arg	basic	25-2	
25-8	922-923	.	*	PUNCT	_	_	_	punct	basic	25-2	

#Sentence.id=26
#Text=E woba ▁nɛ ▁ɛ ▁nɛ ▁wɛ ▁pɛ wɛɛ .
26-1	924-925	E	*	PRON	_	_	Agent	nsubj:arg	basic	26-2	
26-2	926-930	woba	*	VERB	wobu	_	_	root	basic	26-2	
26-3	931-934	▁nɛ	*	CCONJ	_	_	_	cc	basic	26-8	
26-4	935-937	▁ɛ	*	PRON	_	_	_	dislocated	basic	26-7	
26-5	938-941	▁nɛ	*	CCONJ	_	_	_	cc	basic	26-6	
26-6	942-945	▁wɛ	*	PRON	_	_	_	conj	basic	26-4	
26-7	946-949	▁pɛ	*	PRON	_	_	Experiencer	nsubj:arg	basic	26-8	
26-8	950-953	wɛɛ	*	VERB	wɛʋ	_	_	conj	basic	26-2	
26-9	954-955	.	*	PUNCT	_	_	_	punct	basic	26-2	

#Sentence.id=27
#Text=▁Abala ▁kʋyɩnɩ ▁ɖoó , ▁ɛlɛ́ , ▁pa ta kpa ▁pʋyʋ .
27-1	956-962	▁Abala	*	NOUN	_	_	Agent	nsubj:arg	basic	27-2	
27-2	963-970	▁kʋyɩnɩ	*	VERB	kʋyʋʋ	_	_	root	basic	27-2	
27-3	971-975	▁ɖoó	*	PRON	_	_	_	obj	basic	27-2	
27-4	976-977	,	*	PUNCT	_	_	_	punct	basic	27-2	
27-5	978-983	▁ɛlɛ́	*	CCONJ	_	_	_	cc	basic	27-9	
27-6	984-985	,	*	PUNCT	_	_	_	punct	basic	27-5	
27-7	986-989	▁pa	*	PRON	_	_	Agent	nsubj:arg	basic	27-9	
27-8	990-992	ta	*	ADV	_	_	_	advmod	basic	27-9	
27-9	993-996	kpa	*	VERB	kpaʋ	_	_	conj	basic	27-2	
27-10	997-1002	▁pʋyʋ	*	PRON	_	_	Theme	obj:arg	basic	27-9	
27-11	1003-1004	.	*	PUNCT	_	_	_	punct	basic	27-2	

#Sentence.id=28
#Text=▁Haɖa ▁woni ▁liidiye ▁pɔɔyaɣ ▁ŋ́gá ▁nɛ ▁pa wɩlɩ ▁kɛ ▁wiyaʋ .
28-1	1005-1010	▁Haɖa	*	NOUN	_	_	Agent	nsubj:arg	basic	28-2	
28-2	1011-1016	▁woni	*	VERB	wonuu	_	_	root	basic	28-2	
28-3	1017-1025	▁liidiye	*	NOUN	_	_	Theme	obj:arg	basic	28-2	
28-4	1026-1033	▁pɔɔyaɣ	*	NOUN	_	_	_	nmod	basic	28-3	
28-5	1034-1039	▁ŋ́gá	*	DET	_	_	_	det	basic	28-3	
28-6	1040-1043	▁nɛ	*	CCONJ	_	_	_	cc	basic	28-8	
28-7	1044-1047	▁pa	*	PRON	_	_	Agent	nsubj:arg	basic	28-8	
28-8	1048-1052	wɩlɩ	*	VERB	wɩlʋʋ	_	_	conj	basic	28-2	
28-9	1053-1056	▁kɛ	*	PRON	_	_	_	obj	basic	28-8	
28-10	1057-1063	▁wiyaʋ	*	NOUN	_	_	Recipient	iobj:arg	basic	28-8	
28-11	1064-1065	.	*	PUNCT	_	_	_	punct	basic	28-2	

#Sentence.id=29
#Text=▁Pa kpa ▁kpakpasɩ ▁sakɩyɛ .
29-1	1066-1069	▁Pa	*	PRON	_	_	Agent	nsubj:arg	basic	29-2	
29-2	1070-1073	kpa	*	VERB	kpaʋ	_	_	root	basic	29-2	
29-3	1074-1083	▁kpakpasɩ	*	NOUN	_	_	Theme	obj:arg	basic	29-2	
29-4	1084-1091	▁sakɩyɛ	*	DET	_	_	_	det	basic	29-3	
29-5	1092-1093	.	*	PUNCT	_	_	_	punct	basic	29-2	

#Sentence.id=30
#Text=▁Pa a pɩzɩɣ -kʋ ▁lɩzɩɣ .
30-1	1094-1097	▁Pa	*	PRON	_	_	Agent	nsubj:arg	basic	30-5	
30-2	1098-1099	a	*	ADV	_	_	_	advmod	basic	30-5	
30-3	1100-1105	pɩzɩɣ	*	AUX	_	_	_	aux	basic	30-5	
30-4	1106-1109	-kʋ	*	PRON	-kʋ	_	Theme	obj:arg	basic	30-5	
30-5	1110-1116	▁lɩzɩɣ	*	VERB	lɩzʋʋ	_	_	root	basic	30-5	
30-6	1117-1118	.	*	PUNCT	_	_	_	punct	basic	30-5	

#Sentence.id=31
#Text=▁Lɩm ▁su ▁tɔka ▁taa ▁ɖo .
31-1	1119-1123	▁Lɩm	*	NOUN	_	_	Agent	nsubj:arg	basic	31-2	
31-2	1124-1127	▁su	*	VERB	suu	_	_	root	basic	31-2	
31-3	1128-1133	▁tɔka	*	NOUN	_	_	_	obl	basic	31-2	
31-4	1134-1138	▁taa	*	ADP	_	_	_	case	basic	31-3	
31-5	1139-1142	▁ɖo	*	ADV	_	_	_	advmod	basic	31-2	
31-6	1143-1144	.	*	PUNCT	_	_	_	punct	basic	31-2	

#Sentence.id=32
#Text=▁Ɛ -kpɛlɩkɩyaa ▁tɩŋa ▁mɩzɩ ▁ɖama ▁nɛ ▁pe yebi -i .
32-1	1145-1147	▁Ɛ	*	PRON	_	_	_	amod	basic	32-2	
32-2	1148-1159	-kpɛlɩkɩyaa	*	NOUN	-kpɛlɩkɩyaa	_	Agent	nsubj:arg	basic	32-4	
32-3	1160-1165	▁tɩŋa	*	DET	_	_	_	det	basic	32-2	
32-4	1166-1171	▁mɩzɩ	*	VERB	mɩzʋʋ	_	_	root	basic	32-4	
32-5	1172-1177	▁ɖama	*	PRON	_	_	Patient	obj:arg	basic	32-4	
32-6	1178-1181	▁nɛ	*	CCONJ	_	_	_	cc	basic	32-8	
32-7	1182-1185	▁pe	*	PRON	_	_	Agent	nsubj:arg	basic	32-8	
32-8	1186-1190	yebi	*	VERB	yebu	_	_	conj	basic	32-4	
32-9	1191-1193	-i	*	PRON	-i	_	Theme	obj:arg	basic	32-8	
32-10	1194-1195	.	*	PUNCT	_	_	_	punct	basic	32-4	

#Sentence.id=33
#Text=▁Ɛ kpaɣ ▁lɔrɩ .
33-1	1196-1198	▁Ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	33-2	
33-2	1199-1203	kpaɣ	*	VERB	kpaʋ	_	_	root	basic	33-2	
33-3	1204-1209	▁lɔrɩ	*	NOUN	_	_	Theme	obj:arg	basic	33-2	
33-4	1210-1211	.	*	PUNCT	_	_	_	punct	basic	33-2	

#Sentence.id=34
#Text=▁Ɛgbam ▁kpazɩ ▁nesi ▁nɛ ▁ɛ pazɩ ▁yɔɔdʋʋ .
34-1	1212-1218	▁Ɛgbam	*	NOUN	_	_	Agent	nsubj:arg	basic	34-2	
34-2	1219-1225	▁kpazɩ	*	VERB	kpazʋʋ	_	_	root	basic	34-2	
34-3	1226-1231	▁nesi	*	NOUN	_	_	Theme	obj:arg	basic	34-2	
34-4	1232-1235	▁nɛ	*	CCONJ	_	_	_	cc	basic	34-6	
34-5	1236-1238	▁ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	34-6	
34-6	1239-1243	pazɩ	*	VERB	pazʋʋ	_	_	conj	basic	34-2	
34-7	1244-1251	▁yɔɔdʋʋ	*	VERB	yɔɔdʋʋ	_	Theme	xcomp:arg	basic	34-6	
34-8	1252-1253	.	*	PUNCT	_	_	_	punct	basic	34-2	

#Sentence.id=35
#Text=▁Ɛ cɛlɩ ▁ɛ -pɩyalʋ ▁tindine ▁hɔɔlaɣ .
35-1	1254-1256	▁Ɛ	*	PRON	_	_	Agent	nsubj:arg	basic	35-2	
